post,words,words_count,hashtags,hashtags_count,label
"







            My tu gadu gadu a nikt nie zapytał jeszcze Grety co sądzi 

 



			    	    












 








",gadu gadu nikt nie zapytać jeszcze Greta sądzić,8,iran irak,2,1
"







             lat temu dałam Sakiewiczowi łapówkę Znam też  innych osób które dały mu łapówkę ale wolą pozostać anonimowe

Skoro już  osób oskarża go o przyjmowanie łapówek to moim zdaniem powinien ustąpić ze stanowiska

Przeprowadziłam też badanie z którego wynika że jedynie  polaków wierzy że Sakiewicz nie przyjmował łapówek Moim zdaniem to ostateczny dowód na korupcję w Gazecie Polskiej i powód do jej zlikidowania

Właśnie usunęli z gorących więc wklejam jeszcze raz  º ʖº

    


			    	    












 








",lato ten dać Sakiewicz łapówka znać tenże inny osoba który dać łapówka ale woli pozostać anonimowy skoro już osoba oskarżać przyjmować łapówka mój zdanie powinien ustąpić stanowisko przeprowadzić tenże badanie który wynikać jedynie polak wierzyć Sakiewicz nie przyjmować łapówka mój zdanie ostateczny dowód korupcja gazeta polski powód jej zlikidowania właśnie usunąć gorący więc wklejać jeszcze raz,56,bekazpisu bekazpodludzi bekazpis,3,1
"







            Czaicie jak obsrani muszą być ludzie w Teheranie Takie zwykłe Ahmedy co mają w dupie politykę i sobie żyją z dnia na dzień Nie zazdroszczę  


			    	    












 








",czaić jak obsrać muszy bycie lud Teheran taki zwykły Ahmed maić dupa polityka soba żyć dzień dzień nie zazdrościć,19,iran,1,1
"







            Pytanie stare jak świat ważniejsza fajna  czy ładne 
 



			    	    












 








",pytanie stary jak świat ważny fajny czy ładny,8,dupa cycki nsfw,3,1
"







            Dobra skoro oczy całego świata są skierowane na Iran to podpierdolmy te Lwów Ukraińcom nawet się nie skapną Na nowej granicy zostawimy co  metrow ulozone jako darowizne worki na ziemniaki to powinno złagodzić waśnie
 


			    	    












 








",dobry skoro oczyć cały świat skierować Iran podpierdolić lew Ukrainiec nawet się nie skapnąć nowy granica zostawić metrow ulozone jaka darowizne worek ziemniak powinien złagodzić waśnia,26,iran,1,1
"







            Drukarka pieniędzy PiS  czyli jak zrobić żeby starczyło pieniędzy na  fundacje narodowe i dzieła ojca dyrektora

Za Glapińskiego prawie  lata  podaż złotego wzrosła o  

      



			    	    












 








",drukarka pieniądz PiS czyli jak zrobić żeby starczyć pieniądz fundacja narodowy dzieło ojciec dyrektor Glapiński prawo latać podaż złoty wzrosły,20,bekazpisu ekonomia neuropa 4konserwy bekazprawakow finanse,6,1
"







            Ta laska wysyła  za datki na walkę z pozarami w      



			    	    












 








",laski wysyłać datek walka pozarami,5,nudes australia ladnapani cycki nsfw sutkiboners,6,1
"







            Wstajesz do pracy a tu rozpierdol na świecie
Polecam grupki typu Domowy Survival  foliarze już do bunkrów schodzą XDD
  


			    	    












 








",wstawać praca rozpierdolić świat polecać grupka typ domowy survival foliarze już bunkier schodzić xdd,14,dziendobry iran,2,1
"







            Mój hostel w Mumbaju Ciężko uwierzyć że płacę za pokój  zł za dzień Fajnie być w tanim kraju

    mój tag o Azji                			



			    	    












 








",mój hostel mumbaju ciężko uwierzyć płaca pokój dzień fajnie bycie tani kraj mój tag Azja,15,indie podroze jemprzeciez,3,1
"







             plusy i wrzucam  razy więcej zdjęć Szewko
 



			    	    












 








",plus wrzucać raz dużo zdjęcia Szewko,6,iran,1,1
"







            Łukasz Fabiański w  dekady wg WhoScored
  



			    	    












 








",Łukasz fabiański dekada whoscored,4,premierleague mecz,2,1
post,words,words_count,hashtags,hashtags_count,label
"







                 



			    	    












 








",,0,tworczoscwlasna wojna iran heheszki humorobrazkowy,5,0
"







              ʖ 
  



			    	    












 








",,0,iran heheszki,2,0
"







            Ciekawa ta wojna kiedyś ludzie się tłukli i była totalna dezinformacja a teraz jeden kraj informuje na twitterze że bombarduje drugi a ten z kolei informuje o stratach itp

Woja twitterowa

 


			    	    












 








",ciekawy wojna kiedy lud się tłuc były totalny dezinformacja teraz jeden kraj informować twitter bombardować drugi ten kolej informować strata itp woj twitterowy,23,iran,1,0
"







            było ale dalej bawi xD
   



			    	    












 








",być ale daleko bawić,4,heheszki humorobrazkowy memy,3,0
"







               



			    	    












 








",,0,hanuszki heheszki humorobrazkowy,3,0
"







               



			    	    












 








",,0,iran memyhistoryczne usa,3,0
"







            Zapraszam do kolejnego dnia zabawy  

Każdy kto zaplusuje ten wpis dostanie następnego dnia nowe słówko do nauki Osoby które nie chcą być jutro wołane  niech nie plusują tego wpisu 

Jeżeli ktoś zauważył błędne tłumaczenie lub zbyt proste słowo proszę o zgłoszenie tego w komentarzu 

Miłego dnia   ʖ                 			



			    	    












 








",zapraszać kolejny dzień zabawa każdy kto zaplusuje ten wpis dostać następny dzień nowy słówko nauka osoba który nie chcieć bycie jutro wołać niech nie plusują ten wpis jeżeli kto zauważyć błędny tłumaczenie lub zbyt prosty słowo prosić zgłoszenie ten komentarz miły dzień,42,mirkoangielski,1,0
"







            Tak bardzo z tego kisne xD

    



			    	    












 








",tak bardzo ten kisne,4,bekazlewactwa wojna iran logikarozowychpaskow,4,0
"







            Bernardo Silva Manchester United  Manchester City
     



			    	    












 








",bernardo silva Manchester united Manchester city,6,mecz golgif eflcup united manchestercity,5,0
"







            ahh ta cenzura w   XDDD
 



			    	    












 








",ahh cenzura xddd,3,tvpis stonoga,2,0
"







            trump jescze nic nie powiedział a wpierdol juz leci   ʖ    



			    	    












 








",Trump jescze nic nie powiedzieć wpierdol juz lecieć,8,usa iran,2,0
"







            To jest niepojęte że mamy już lata ste XXI wieku a ludzie zamiast dbać o ochronę planety pożary w Brazylii i Australii oraz dbać o rozwój technologii eksplorację kosmosu itd wolą wywoływać nikomu niepotrzebne wojny Żal mi tych biednych ludzi w Iraku i Iranie bo muszą nieźle obsrani teraz siedzieć we własnych domach Tym trumpem śmiesznym to trzeba gardzić a nie go podziwiać Ehhh quo vadis ludzkość

      


			    	    












 








",być pojąć mama już latać ste XXI wiek lud zamiast dbać ochrona planet pożar Brazylia Australia oraz dbać rozwój technologia eksploracja kosmos itd woli wywoływać nikt niepotrzebny wojna żal ten biedny człowiek Irak Iran muszy nieźle obsrać teraz siedzieć własny dom ten Trump śmieszny trzeba gardzić nie podziwiać ehhh quo vadis ludzkość,52,iran irak usa wojna ww3,5,0
"







               

Równo z zakończeniem trzydniowego okresu żałoby narodowej po zabiciu w amerykańskim nalocie gen Qasema Suleimaniego Iran odpowiedział zbrojnie na tamten atak Na chwilę obecną docierają do nas bardzo szczątkowo informacje  więc z szerszym komentarzem wstrzymam się co najmniej do wieczora lub nawet do jutra

Iran wziął na siebie odpowiedzialność za wystrzelenie około  rakiet balistycznych w kierunku amerykańskiej bazy lotniczej Ain Assad w prowincji Anbar Lokalne źródła mówią też o ataku na bazę AlHarir w Erbilu którą miało trafić  pocisków Irański Korpus Strażników Rewolucji nadał operacji kryptonim Męczennik Suleimani zapowiadając że atak może być tylko początkiem irańskiej odpowiedzi W swoim oświadczeniu mówią Ostrzegamy Waszyngton przed wszelką agresją lub innym posunięciem wobec Iranu które spotkają się z jeszcze bardziej bolesną i ostrzejszą reakcją Wzywamy naród amerykański do  zabrania swoich żołnierzy z regionu jeżeli chce zapobiec dalszym stratom Zapowiedziano że w razie ataku na Teheran zostanie zaatakowany teren Stanów Zjednoczonych co byłoby możliwe bo IRGC ma komórki zbrojne na całym świecie które czekają na rozkaz do przeprowadzenia ataku Irański minister spraw zagranicznych Javad Zarif wydał krótkie oświadczenie  Iran podjął i zastosował proporcjonalne środki w celu samoobrony zgodnie z art  Karty Narodów Zjednoczonych atakując bazę z której przeprowadzono tchórzliwy atak  przeciw naszym obywatelom i wyższym urzędnikom Nie chcemy eskalacji ani wojny ale będziemy bronić się przed każdą agresją

W Iranie atak przedstawia się jako wielki trumf w którym zginęło ponad  amerykańskich żołnierzy ale moim zdaniem miał on charakter raczej symboliczny Symboliczny tym bardziej że atak nastąpił dokładnie  w tym samym czasie co amerykański nalot w którym zginął Suleimani i równocześnie ze złożeniem jego ciała do grobu Pentagon twierdzi że w ataku nikt nie ucierpiał nie zginął żaden żołnierz Irackie źródła mówią o zniszczeniu samolotów wojskowych znajdujących się w bazie i braku ofiar wśród irackiego personelu bazy ale bardziej wiarygodne źródła mówią że pociski uderzyło wokół bazy Ain Assad
 Potwierdzałoby to symboliczny charakter ataku Iran dał Trumpowi do zrozumienia że w razie potrzeby może ostrzelać amerykańską infrastrukturę wojskową w Iraku i na Bliskim Wschodzie Iran mógł dokonać takiego rodzaju z premedytacją aby dać Trumpowi ostrzeżenie że byłby w stanie doprowadzić do strat wśród amerykańskich żołnierzy W takiej sytuacji atak byłby tylko groźbą Iran nie musiał nikogo zabijać aby wysłać taki komunikat Iran stać na realna odpowiedź zbrojną może ją przeprowadzić własnymi rękami lub za pomocą swoich proxy

W bazie Ain Assad stacjonuje około  polskich żołnierzy a jeszcze wczoraj polski prezydent Andrzej Duda zapewniał że nasi żołnierze są w Iraku bezpieczni otóż nie są i nasi decydenci muszą liczyć się z przypadkowymi ofiarami w batalii pomiędzy USA a Iranem jeżeli nie dojdzie do deeskalacji

Wszystko zależy teraz od amerykańskiego prezydenta Jeżeli będzie mu zależało na niepogarszaniu i tak napiętej już sytuacji na ten atak nie odpowie Odpowiedź militarna ze strony USA będzie oznaczała rozszerzenie konfliktu Iran zapowiedział że w razie amerykańskiego odwetu zaatakuje Hajfę Izrael i j Zjednoczone Emiraty Arabskie IRGC zapowiedziało również że są gotowi błyskawicznie wystrzelić dalsze  tysięcy rakiet jeżeli Stany Zjednoczone będą dążyły do dalszej eskalacji Równocześnie zapowiedziano że zbrojna odpowiedź spotka każde państwo z którego zaatakowany zostanie Iran dotyczy to państw Zatoki Perskiej sojuszniczych wobec USA 
Do zbrojnej odpowiedzi szykują się też szyickie milicje z Iraku z Hashd alShaabi PMU  przypomnę że w amerykańskim nalocie z  stycznia zginął też zastępca dowódcy tej formacji Muhandisa który ma zostać pochowany dziś więc jakakolwiek odpowiedź ze strony PMU może nastąpić dopiero wraz z pogrzebem

Równocześnie pod lotniskiem międzynarodowym w Teheranie rozbił się samolot pasażerski ukraińskich linii lotniczych relacji TeheranKijów Zginęli wszyscy na pokładzie  osób Ukraińskie linie lotnicze były bardzo popularne wśród Europejczyków również Polaków którzy korzystali z bezpośrednich lotów do Teheranu linii naszego wschodniego sąsiada Wstępne ustalenia mówią o usterce technicznej ale pojawiły się informacje bardzo niepotwierdzone o omyłkowym zestrzeleniu

Na zdjęciu Najwyższy Przywódca Republiki Iranu Ali Chamenei obserwujący atak z pokoju operacyjnego To też wymowne bo odnosi się do Trumpa który w identyczny sposób obserwował atak w którym zabito gen Suleimaniego

Zainteresowanych temat zachęcam do oglądania dziś o  mediów narodowych gdzie będzie można mnie posłuchać  



			    	    












 








",równo zakończenie trzydniowy okres żałoba narodowy zabicie amerykański nalot gen qasema suleimaniego Iran odpowiedzieć zbrojnie tamten atak chwila obecny docierać my bardzo szczątkowo informacja więc szeroki komentarz wstrzymać się najmniej wieczor lub nawet jutro Iran wziąć siebie odpowiedzialność wystrzelić około rakieta balistyczny kierunek amerykański baza lotniczy ain assad prowincja anbar lokalny źródło mówić tenże atak baza alharir erbilu który mieć trafić pocisk irański korpus strażnik rewolucja nadać operacja kryptonim męczennik suleimani zapowiadać atak móc bycie tylko początek irański odpowiedź swój oświadczenie mówić ostrzegać Waszyngton przed wszelki agresja lub inny posunięcie wobec Iran który spotkać się jeszcze bardzo bolesny ostry reakcja wzywać naród amerykański zabraniać swój żołnierz region jeżeli chcieć zapobiec daleki strata zapowiedzieć raz atak Teheran zostać zaatakować teren stan zjednoczyć być możliwy irgc komórka zbrojny cały świat który czekać rozkaz przeprowadzić atak irański minister sprawa zagraniczny javad zarif wydać krótki oświadczenie Iran podjąć zastosować proporcjonalny środki cel samoobrona zgodnie Art karty naród zjednoczyć atakować baza który przeprowadzić tchórzliwy atak przeciw nasz obywatel wysoki urzędnik nie chcieć eskalacja ani wojna ale być bronić się przed każdy agresja Iran atak przedstawiać się jaka wielki trumf który zginąć ponad amerykański żołnierz ale mój zdanie mieć charakter raczy symboliczny symboliczny ten bardzo atak nastąpić dokładnie ten sam czas amerykański nalot który zginąć suleimani równocześnie złożenie on ciało grób pentagon twierdzić atak nikt nie ucierpieć nie zginąć żaden żołnierz iracki źródło mówić zniszczenie samolot wojskowy znajdować się bazia brak ofiara wśród iracki personel baza ale bardzo wiarygodny źródło mówić pocisk uderzyć wokół baza ain assad potwierdzać symboliczny charakter atak Iran dać Trump zrozumienie raz potrzeba móc ostrzelać amerykański infrastruktura wojskowy Irak bliski wschód Iran móc dokonać taki rodzaj premedytacja aby dać Trump ostrzeżenie być stanąć doprowadzić strata wśród amerykański żołnierz taki sytuacja atak być tylko groźba Iran nie musieć nikt zabijać aby wysłać taki komunikat Iran stać realny odpowiedź zbrojny móc przeprowadzić własny ręka lub pomoc swój proxy bazia ain assad stacjonować około polski żołnierz jeszcze wczoraj polski prezydent Andrzej duda zapewniać nasz żołnierz Irak bezpieczny otóż nie nasz decydent muszy liczyć się przypadkowy ofiara batalia pomiędzy USA Iran jeżeli nie dojść deeskalacji wszystek zależeć teraz amerykański prezydent jeżeli być zależeć pogarszać tak napiąć już sytuacja ten atak nie odpowiedzieć odpowiedź militarny strona USA być oznaczać rozszerzenie konflikt Iran zapowiedzieć raz amerykański odwet zaatakować Hajfa Izrael zjednoczyć emirat arabski irgc zapowiedzieć również gotowy błyskawicznie wystrzelić daleki tysiąc rakieta jeżeli stan zjednoczyć być dążyć daleki eskalacja równocześnie zapowiedzieć zbrojny odpowiedź spotkać każdy państwo który zaatakować zostać Iran dotyczyć państwo zatoka perski sojuszniczy wobec USA zbrojny odpowiedź szykować się tenże szyicki milicja Irak hashd alshaabi pmu przypomnieć amerykański nalot styczeń zginąć tenże zastępca dowódca ten formacja muhandisa który zostać pochować dziś więc jakikolwiek odpowiedź strona pmu móc nastąpić dopiero wraz pogrzeb równocześnie pod lotnisko międzynarodowy Teheran rozbić się samolot pasażerski ukraiński linia lotniczy relacja teherankijów zginąć wszystek pokłaść osoba ukraiński linia lotniczy były bardzo popularny wśród europejczyk również polak który korzystać bezpośredni lot Teheran linia nasz wschodni sąsiad wstępny ustalenie mówić usterka techniczny ale pojawić się informacja bardzo potwierdzić omyłkowy zestrzelić zdjęcie najwyższy przywódca republika Iran ali chamenei obserwować atak pokój operacyjny tenże wymowny odnosić się Trump który identyczny sposób obserwować atak który zabić gen suleimaniego zainteresowany temat zachęcać oglądać dziś media narodowy gdzie być możny miąć posłuchać,542,iran24 iran irak wojna,4,0
"







            Polski lotniskowiec Jan Pawel  juz czeka w zatoce Perskiej
 


			    	    












 








",polski lotniskowiec Ewangelia_świętego_Jana Pawela juz czekać zatoka perski,8,iran,1,0
"







            Fajno Iran uznał wojsko USA za terrorystów  Teraz twierdzą że zaatakowali terrorystów xD

Uczą się od USA 

   


			    	    












 








",fajno Iran uznać wojsko USA terrorysta teraz twierdzić zaatakować terrorysta uczyć się USA,13,iran wojna usa,3,0
post,words,words_count,hashtags,hashtags_count,label
"







            Uwielbiam takie sytuacje idealny moment na wbicie bordo Piszesz glupoty i dostaje plusy
 


			    	    












 








",uwielbiać taki sytuacja idealny moment wbić bordo pisać glupoty dostawać plus,11,iran,1,0
"







            kupiłem vifona a w środku ryż zamiast makaronu xDD                			



			    	    












 








",kupić vifona środek ryż zamiast makaron xdd,7,,0,0
"







            No kto by pomyślał  że kanadyjskie oskarki pracują w firmach ojców i biorą  x razy więcej od zwykłego robola fizycznego
Co za zaskoczenie i zwrot akcji Wszędzie tak jest czy to w kanadzie czy u nas prawdziwy hajs się dziedziczy i mnoży kapitałem nie cieżką pracą 
 



			    	    












 








",kto pomyśleć kanadyjski oskarki pracować firma ojciec brać raz dużo zwykły robol fizyczny zaskoczenie zwrot akcja wszędzie tak być czy kanada czy my prawdziwy hajs się dziedziczyć mnożyć kapitał nie cieżką praca,32,przegryw,1,0
"







            I kto tu jest terrorystą Hmm
  



			    	    












 








",kto być terrorysta hmm,4,iran usa,2,0
"







            kto da więcej   ʖ 

  moje allegro   moje oceny


  



			    	    












 








",kto dużo mój allegro mój ocena,6,allegro glupiewykopowezabawy,2,0
"







                 



			    	    












 








",,0,heheszki humorobrazkowy ps4 ps5 konsole,5,0
"







            To sie nazywa konkretny crash test polecam obejrzeć do końca    



			    	    












 








",si nazywać konkretny crash test polecać obejrzeć koniec,8,samochody heheszki pasjonaciubogiegozartu,3,0
"







                



			    	    












 








",,0,mieszkaniedeweloperskie nieruchomosci ciekawostki kredythipoteczny,4,0
"







            Widzę że niektórzy maja problem to napisze IRAN i IRAK to dwa różne kraje XD
 


			    	    












 








",widzieć niektóry maja problem napisać Iran Irak dwa różny kraj,10,iran,1,0
"







            Mireczki mam dla was specjalne  połączone z promocją giełdy BitPanda ʕᴥʔ   

  Bitpanda to austriacka giełda kryptowalutowa działająca na rynku od  roku oferuje szeroki wybór kryptowalut a także metale szlachetne 


Jedna z osób która zaplusuje ten wpis otrzyma ode mnie  w Bitcoinie lub innej wybranej kryptowalucie ETH BCH XRP LTC TRX łatwo wymienialnej na gotówkę  wystarczy zaplusować ten wpis i poczekać na losowanie zielonki też biorą udział 

 Jeśli wpis dostanie więcej niż  plusów suma  zostaniesz zwiększona do  Dodatkowo druga osoba otrzyma kolejny bonus Losowanie odbędzie w czwartek o godz  przez  

Jeśli zainteresowanie i liczba plusów przekroczy moje oczekiwania dorzucę kolejne 

   ʖ  

Dla osób które nie chcą liczyć na łut szczęścia mam  pewną promocję od giełdy BitPanda która oferuje   bonusu dla nowych użytkowników 

 Co robić aby otrzymać  bonusu od Bitpandy 

 Zarejestruj się z linka polecającego   warunek otrzymania darmowego bonus  euro 

czysty link wwwbitpandacom

 Zainstaluj appkę Bitpanda lub dokonaj weryfikacji dokumentu tożsamości przez przeglądarkę konieczna jest podłączona kamera lub aparat weryfikacja jest banalnie prosta i trwa  minuty pełna weryfikacja daje więcej opcji lecz wymaga wideorozmowy z konsultantem w języku angielskim 

 Po weryfikacji należy przelać na konto BitPanda minimum    Deposit  Euro  Przelew SEPA  Dane przelewu tytuł numer referencyjny i  gotowe     albo dodać środki kartą debetową  i dokonać obrotu tą kwotą   kupić za nie Bitcoiny lub inną kryptowalutę albo na odwrót Po dokonaniu obrotu powyżej  otrzymacie automatycznie  bonusu Jeśli dodatkowo rozwiążecie quiz otrzymacie  w tokenach BEST które można bez problemu zamienić na gotówkę  razem  Za każde polecenie znajomego otrzymacie kolejne  Otrzymany bonus możecie od razu wypłacić na wasze konto bankowe

Dla osób które zarejestrują się z mojego linka polecającego oferuję specjalny refback  bonus 

Powodzenia widzimy się w czwartek wieczorem   ʖ 

  W razie pytań i problemów zapraszam do kontaktu


    
      



			    	    












 









Czy kupiłeś już swoje pierwsze Bitcoiny 
















 głosów 

Tak 




 głosów 

Nie




 głosów 

Zaraz to zrobię




 głosy 

Zastanawiam się







",Mireczek mieć dla wy specjalny połączyć promocja giełda bitpanda ʕᴥʔ bitpanda austriacki giełda kryptowalutowy działać rynek rok oferować szeroki wybór kryptowaluta także metal szlachetny jeden osoba który zaplusuje ten wpis otrzymać od miąć bitcoinie lub inny wybrany kryptowaluta eth BCh xrp ltc trx łatwo wymienialny gotówka wystarczyć zaplusować ten wpis poczekać losowanie zielonka tenże brać udziać jeśli wpis dostać dużo niż plus suma zostać zwiększyć dodatkowo drugi osoba otrzymać kolejny bonus losowanie odbyć czwartek godz przez jeśli zainteresowanie liczba plus przekroczyć mój oczekiwanie dorzucić kolejny dla osoba który nie chcieć liczyć łut szczęście mieć pewny promocja giełda bitpanda który oferować bonus dla nowy użytkownik robić aby otrzymać bonus bitpandy zarejestrować się linka polecać warunek otrzymać darmowy bonus euro czysty link wwwbitpandacom zainstalować appkę bitpanda lub dokonać weryfikacja dokument tożsamość przez przeglądarka konieczny być podłączyć kamera lub aparat weryfikacja być banalnie prosty trwać minuta pełny weryfikacja dawać dużo opcja leczo wymagać wideorozmowy konsultant język angielski weryfikacja należeć przelać konto bitpanda minimum deposit euro przelew sepa dany przelew tytuł numer referencyjny gotowy alba dodać środki karta debetowy dokonać obrót kwota kupić nie bitcoiny lub inny kryptowaluta alba odwrót dokonanie obrót powyżej otrzymać automatycznie bonus jeśli dodatkowo rozwiązać quiz otrzymać token best który możny bez problem zamienić gotówka razem każdy polecenie znajomy otrzymać kolejny otrzymać bonus móc raz wypłacić wasz konto bankowy dla osoba który zarejestrować się mój linka polecać oferować specjalny refback bonus powodzenie widzieć się czwartek wieczor raz pytanie problem zapraszać kontakt czy kupić już swój pierwszy bitcoiny głos tak głos nie głos zaraz zrobić głos zastanawiać się,257,rozdajo bitcoin rozdajo mirkorandom btc promocje promocja kryptowaluty zarabianie airdrop blockchain pieniadze,12,0
"







            USA jest jak taki szkolny łobuz wszystkich prowokuje i zaczepia nie lubisz go ale kolegujesz się z nim aby być bezpiecznym i fajnym
 


			    	    












 








",USA być jak taki szkolny łobuz wszyscy prowokować zaczepiać nie lubić ale kolegować się nim aby bycie bezpieczny fajny,19,iran,1,0
"






LISTA OBECNOŚCI  Kto z nami jest a się nie udziela   Zostaw po sobie znak w postaci plusa lub komentarz pod tym wpisem

      



			    	    












 








",lista obecność kto my być się nie udzielać zostawić soba znak postać plus lub komentarz pod ten wpis,18,iran wojna usa swiat mirko mikroblog,6,0
"







             plusy i wrzucam  razy więcej zdjęć Szewko
 



			    	    












 








",plus wrzucać raz dużo zdjęcia Szewko,6,iran,1,0
"







            To będzie ciekawy odcinek katastrof w przestworzach   ʖ 
    


			    	    












 








",być ciekawy odcinek katastrofa przestworza,5,lotnictwo samoloty iran ukraina,4,0
"







             
Studia informatyczne to jest największy podkreślam NAJWIĘKSZY mem w tym kraju Dosłownie

Od tego boom na  na rynku pracy na entry level jest coraz gorzej Coraz gorzej i to nawet w tych większych miastach Każdy no może nie każdy a część jak mu powiesz że jest coraz ciężej dostać prace to Ci pierli jakieś fakty w stylu jest mega popyt ale na dobrych programistów szukają ale dobrych programistów xDD A sama nie ma taka osoba pracy i nie może nic znaleźć A poza tym  okej ale co to ma do rzeczy Najpierw musisz się dostać na tą cholerną rozmowę gdzie co chwila jest masa chętnych i HR robi sobie selekcję a dopiero potem możesz gadać o pokazywaniu umiejętności

 informatyczna to nieśmieszny prank  roku inżynierki liczenia jakichś rzeczy typu całki które notabene mi się podobały zajęcia na które poświęcane były może  godziny w całym bloku a masz na nie znać odpowiedzi na egzamin Wzrost poziomu z roku na rok Tak mówię tutaj poważnie  ale to raczej logiczne że z roku na rok na 
 tych studiach jest ciężej co nie znaczy że idzie z nich więcej wyciągnąć Odkąd tutaj przyszedłem to mam wrażenie że mój mózg ulega degeneracji i to mówię kompletnie poważnie I tutaj nie chodzi o to że jestem jakimś geniuszem tylko właśnie o to że jestem zalewany jakimś gównomateriałem który albo jest przeżytkiem w świecie IT albo jest bezużyteczny Z  nie nauczyłem się KOMPLETNIE podkreślam KOMPLETNIE nic Minęło tyle czasu a mnie nawet jakaś firma jako entry level nie uznałaby xD Mało tego w ciągu kilku ostatnich lat jak ja się interesowałem informatyką i zapierdzielałem żeby dostać się na ogarniętą uczelnię to masa samouków wpierdzieliła się i wybiła popyt do tego stanu że teraz to co kiedyś do dostania fuchy było wymagane jest tym co wymagali kiedyś od mida Załamka zmarnowałem swój czas na  tylko przez brak przewidzenia trendów Sam jakbym teraz mógł to rzuciłbym te studia w cholerę i szedł w samodzielną naukę Przesiedziałbym rok i dostałbym może pracę tak to na rynku pracy jestem odznaczającym się casualem z dodatkowym papierkiem udowadniającym że posiadam jakąś tam wiedzę ale niekoniecznie przydatną w firmie w której mnie rekrutują

Teraz tak myślę że nie wiem nawet co robić Odradzam w sumie każdemu pójścia na te studia serio Można iść na coś łatwiejszego skończyć je zawsze jest inżynierka dostać papier i wyjść z nich w międzyczasie ucząc się programowania Jeżeli idziecie na takie studia tylko po to żeby dostać dobrą pracę bo Pani na jakimś doradztwie zawodowym powiedziała że po takich studiach się kosi duże pieniądze to to było może aktualne z   lata temu Teraz trzeba mieć albo do tego wrodzoną rękę i jest o WIELE trudniej niż wcześniej Jestem też dzbanem bo jak pisałem na wykopie jakiś czas temu no już z kilka lat temu o studiach informatycznych to ludzie mi pisali i mówili w normalnym życiu żebym nie szedł i uczył się na własną rękę a ja i tak poszedłem bo przecież hurr co taki człowiek może wiedzieć durr xD

  

 
 
Post dodany za pomocą skryptu AnonimoweMirkoWyznania    Zaakceptował 
Dodatek wspierany przez   


			    	    












 








",studia informatyczny być duży podkreślać duży mem ten kraj dosłownie ten boom rynek praca entry level być coraz źle coraz źle nawet ten wielki miasto każdy móc nie każdy część jak powiedzieć być coraz ciężko dostać prace pierli jakiś fakt styl być mega popyt ale dobry programista szukać ale dobry programista xdd sam nie taki osoba praca nie móc nic znaleźć poza ten okej ale rzecz najpierw musieć się dostać cholerny rozmowa gdzie chwila być masa chętny robić soba selekcja dopiero potem móc gadać pokazywać umiejętność informatyczny nieśmieszny prank rok inżynierek liczyć jakiś rzecz typ całki który notabene się podobać zajęcia który poświęcać były móc godzina cały blok mieć nie znać odpowiedź egzamin wzrost poziom rok rok tak mówić tutaj poważnie ale raczy logiczny rok rok ten studia być ciężko nie znaczyć id on dużo wyciągnąć odkąd tutaj przyjść mieć wrażenie mój mózg ulegać degeneracja mówić kompletnie poważnie tutaj nie chodzić być jakiś geniusz tylko właśnie być zalewać jakiś gównomateriałem który alba być przeżytek świat alba być bezużyteczny nie nauczyć się kompletnie podkreślać kompletnie nic minąć tyli czas miąć nawet jakiś firma jaka entry level nie uznać mało ten ciąg kilka ostatni lato jak się interesować informatyka zapierdzielać żeby dostać się ogarnąć uczelnia masa samouk wpierdzieliła się wybić popyt ten stan teraz kiedy dostać fucha być wymagać być ten wymagać kiedy Mida załamek zmarnować swój czas tylko przez brak przewidzenie trend sam jakby teraz móc rzucić studia cholera iść samodzielny nauka przesiedzieć rok dostać móc praca tak rynek praca być odznaczać się casualem dodatkowy papierek udowadniać posiadać jakiś tam wiedza ale niekoniecznie przydatny firma który miąć rekrutować teraz tak myśleć nie wiedzieć nawet robić odradzać sum każdy pójście studia serio możny iścić co łatwy skończyć zawsze być inżynierek dostać papier wyjście on międzyczas uczyć się programować jeżeli iść taki studia tylko żeby dostać dobry praca pani jakiś doradztwo zawodowy powiedzieć taki studia się kosy duży pieniądz być móc aktualny latać ten teraz trzeba mieć alba ten wrodzony ręka być wiele trudnie niż wcześnie być tenże dzban jak pisać wykopać jakiś czas ten już kilka lato ten studia informatyczny lud pisać mówić normalny życie żeby nie iść uczyć się własny ręka tak pójść przecież hurr taki człowiek móc wiedzieć durra post dodać pomoc skrypt anonimowemirkowyznania zaakceptować dodatek wspierać przez,378,anonimowemirkowyznania informatyka studbaza programowanie studia zalesie studbaza pracbaza,8,0
post,words,words_count,hashtags,hashtags_count,label
"







            CHOOSE YOUR SIDE

      



			    	    












 








",choose your side,3,iran irak bliskiwschod heheszki humorobrazkowy ww3,6,0
"







            Hej    

Za pół roku zawołam wszystkich plusujących ten wpis Chcę pokazać jakimi dzbanami są Ci wszyscy którzy obecną sytuację w Iranie uważają za początek III Wojny Światowej że to już koniec żarty się skończyły Wojny światowej nie będzie conajwyżej lokalna wojna ale i na to są małe szanse nie ma w tym interesu Trochę poszczekają ropa pójdzie w górę i mocarstwa zadowolone   ʖ   


			    	    












 








",hej póła rok zawołać wszyscy plusujących ten wpis chcieć pokazać jaki dzban wszystek który obecny sytuacja Iran uważać początek iii wojna światowy już koniec żarty się skończyć wojna światowy nie być conajwyżej lokalny wojna ale mały szansa nie ten interes trochę poszczekać ropa pójść góra mocarstwo zadowolony,47,ww3 iiiwojnaswiatowa iran usa,4,0
